Difficulty,Test Ori Question,Test Ori Final Answer
0.49,The Extremely Large Telescope (ELT) is an optical telescope under construction in Chile. The primary mirror has been planned to have a diameter of 43.4 m making it largest optical telescope ever built. One of the goals for this telescope is the direct imaging of exoplanets. Consider an exoplanet at a distance of 5 A.U. from a star. What is the maximum distance from Earth of such a star-exoplanet system in which the ELT can resolve the exoplanet separately from the star? Ignore atmospheric seeing and assume optical wavelength to be 478 nm.,$\boxed{d = 1754\ \text{pc}}$
0.637,"There is a galaxy at redshift 0.5 for which we have a measurement for apparent bolometric magnitude to be 24. With a standard candle in that galaxy, we have found its luminosity distance to Earth to be 1.7 Gpc. Estimate the luminosity of this galaxy.",$\boxed{L \approx 8.58×10^6L_0}$
0.637,"David the astronomy enthusiast loves looking at stars! Specifically, he particularly enjoys looking at stars on the ecliptic. One day, he is out stargazing at midnight (local solar time) and looks at the antisolar point (the point on the celestial sphere exactly opposite to the Sun). He notices a faint glow of magnitude 11 $mag/arcsec^2$, and after some research he concludes that this is caused by a phenomenon known as $gegenschien$, where Solar System dust is lit up by the Sun and reflects some light back towards Earth. These particles are in an orbit of 1.81AU around the Sun. Assuming the radii of these particles are around 0cm and their albedo is 0.38, estimate the density of these particles. Express your answer in particles per square arcsecond.",$\boxed{N \approx 4.1\times 10^{14}\ \text{particles/arcsec}^2}$
0.735,"A star cluster has a physical radius of 1.47 parsecs. A Sun-like star in the cluster has an apparent magnitude of 8.50 and an absolute magnitude of 4.83. When observed through a telescope, the cluster just fits within an eyepiece that has a field of view of 25.0 degrees. If the eyepiece focal length is 10.0 mm, what is the focal length of the telescope’s objective lens?",81 mm
0.637,"Consider a satellite in a circular orbit of radius 9.59e+08 m around a planet. Due to a malfunction, the satellite’s orbital velocity is suddenly reduced to zero. The mass of the planet is 5.38e+24 kg. Neglect any gravitational influences other than that of the planet.

How long does the satellite take to hit the surface of the planet?",t ≈ 20 days
0.637,"A planet is in an elliptical orbit around a star. Let $r_{\text{min}}$ be the minimum distance between the planet and the star, and let $r_{\text{max}}$ be the maximum distance between the planet and the star. Suppose that $r_{\text{max}} = 4.164559619010866 r_{\text{min}}$. During what percentage of the time period of each orbit is the planet at least $0.687328902145742 r_{\text{min}}$ away from the star?",0.7
0.637,"An empirically determined approximate formula for the lifetime of a star is:

    T = (M_⊙ / M)^{2.5} × 10^{10} years,

where T is the stellar lifetime and M is the mass of the star.

If the very first stars formed approximately 4.86e+08 years after the Big Bang, what is the most massive such star that could still exist today?",M ≈ 0.89 M_⊙.
0.637,"With the technology currently available, it would take hundreds of millennia to send a humanmade object to other stars. A possible solution is to use relativistic light sails: tiny probes propelled by radiation pressure. In the Earth observer's reference frame, a sail takes 65.0 years to reach Barnard's Star, which is 8.95 light-years away. Assume the sail travels at constant speed. How long does the trip take in the reference frame of the light sail?",64.38 years
0.735,"In 1995, researchers at the University of Geneva discovered an exoplanet orbiting the main-sequence star Kepler-7. The star’s spectrum showed a periodic Doppler shift, indicating that its radial velocity varied sinusoidally. The measured radial-velocity semi-amplitude is 67 m/s with a period of 3.29 days, and the star’s mass is 1.26 M⊙. Assuming the orbit is circular and viewed edge-on (sin i = 1), what is the planet’s mass in Jupiter masses?",0.57 M_J
0.735,"Consider the binary system Kepler-35, which has a primary and secondary star. It has an orbital period P = 34.93 days and the measured parallax is p = 6.27 mas. Calculate the total mass of the stars, using the fact that their maximum angular separation measured from Earth is θ = 5.63 mas and they are on an edge-on orbit.",M = 79.278 M_sun
0.637,"Erez is designing a Newtonian telescope. The equation of the primary mirror is y = x^2 / (25 m) + (-2.3 m), and the telescope tube intersects the mirror at y = 0.0 m. What is the f-number (focal ratio) of the telescope?",f/0.413
0.637,How far from the Solar System would a galaxy with a redshift of z = 0.014 be? Assume a Hubble constant of H₀ = 70.0 km/s/Mpc.,d ≈ 57.9 Mpc
0.735,"Two planets A and B orbit a star on coplanar, non-intersecting elliptical orbits. Their major axes are perfectly aligned, and planet A has a larger semi-major axis than planet B. The eccentricities of A and B are 0.33 and 0.45, respectively.

What is the minimal possible ratio of the semi-major axis of planet A to that of planet B?",Final_answer:1.090
0.735,The Large Magellanic Cloud (LMC) is a galaxy with a redshift of $z = 5.529e-04$. What is the radial velocity of the LMC with respect to the Solar System? Is it getting closer or farther from the Solar System?,"$\boxed{v = 1.66e+05\,\text{m/s}}$"
0.637,"A nearby galaxy is observed to have a redshift of z = 1.319e-04. Using Hubble's Law with a Hubble constant of H₀ = 70.0 km/s/Mpc, calculate the distance to the galaxy from the Solar System.",d = 0.57 Mpc
0.637,"A comet moves in an elliptical orbit around the Sun with the following parameters:
- Orbital eccentricity: e = 0.994
- Aphelion distance: r_a = 6.78e+04 AU
- Mass of the Sun: M_S = 1.98e+30 kg
- Gravitational constant: G = 6.67e-11 N·m²/kg²

Determine the velocity of the comet at its aphelion.",v_a = 8.57 m/s
0.735,"Two spherical asteroids, Ek and Do, are orbiting in free space around their stationary center of mass. Ek has mass 5.8M_moon and Do has mass 1.3M_moon. The distance between the two asteroids is 7.9 units. What is the ratio of the angular momentum of the whole system to the angular momentum of Do about the center of mass?",The required ratio is 1.224.
0.735,Consider a f/10.0 telescope with focal length f = 0.81 m that operates at a visible wavelength λ = 5000 Å. What is the farthest distance at which an open cluster of radius R_C = 5.40 pc can be resolved by this telescope?,approximately 1.43e+06 pc.
0.735,"An exoplanet was observed during its transit across the surface of a bright star. Estimate the variation of the apparent magnitude (Δm) of the star caused by the exoplanet’s transit. During the transit, assume an Earth-based astronomer observes that the area covered by the exoplanet on the projected surface of the star represents η = 3.5% of the star’s projected surface.", 0.039.
0.735,Estimate the mass of a globular cluster with a radial velocity dispersion σ_r = 12.88 km/s. The cluster has an angular diameter θ = 5.22′ and is located at a distance d = 11768 pc.,M ≈ 3.425e+36 kg
0.637,The orbit of a planet around its star has an eccentricity e = 0.125. What is the ratio of the planet's closest distance to its star to its farthest distance on the orbit?,r_min / r_max = 0.778
0.637,"A solar probe follows an elliptical orbit around the Sun with an orbital period of 80.1 days. At its closest approach, the probe comes to a distance of 8.91e+06 km from the Sun. How fast is the probe traveling at this closest approach?",v = 165.4 km/s
0.735,"The angular resolution of a space telescope is limited by diffraction. The Hubble Space Telescope (HST) has a primary mirror diameter d = 2.50 m and operates at a wavelength λ = 4.9e-07 m. The James Webb Space Telescope (JWST) has a primary mirror diameter d = 6.54 m and operates at a wavelength λ = 5.7e-06 m. Calculate the ratio of the diffraction-limited angular resolutions θ(HST) / θ(JWST), and determine which telescope can resolve smaller angular features.","θ(HST) / θ(JWST) = 0.224. Therefore, HST can resolve smaller angular features under diffraction-limited conditions."
0.637,"The energies of an electron in a hydrogen atom are given by

E_n = -13.606 eV / n^2 ,  n = 1, 2, 3, ...

The Ly-α spectral line is produced when an electron transitions from n = 2 to n = 1. Astronomers observe that the wavelength of the Ly-α line in a distant receding galaxy is 6.48 nm longer than the laboratory value.

Assuming Hubble's constant H₀ = 70.0 km/s/Mpc, estimate the distance to the galaxy.",d ≈ 228 Mpc
0.637,"The following expression describes the mass function of a binary system:

f(M₁, M₂) = (M₂³ sin³ i) / (M₁ + M₂)²

where:
- M₁ is the mass of star 1,
- M₂ is the mass of star 2,
- i is the inclination of the orbit.

Consider an eclipsing binary system with an orbital period of 41.4 years and a total semi-major axis of 37.9 AU. The semi-major axis of star 1 is 1.5 times larger than that of star 2.

Estimate the mass function of the system in units of solar masses.","f(M₁, M₂) ≈ 6.87 M☉$"
0.735,What is the spectral type of a star with a luminosity of $4.81 * 10^{27}$ W and radius of $9.17 * 10^{9}$ m?,$\boxed{M}$
0.637,"What is the speed of a star induced by an orbiting planet if the planet has mass $4.42M_{Jup}$ and the star has mass $1.94M_{Sun}$, and the orbit is circular with semi-major axis $49.52 * 10^{9}$ m and period $11.04$ days?",$\boxed{701.3m/s}$
0.735,"An exoplanet has a radius of 1.52 Jupiter radii, while its host star has a radius of 1.17 Solar radii. What is the transit depth of the planet, in percent?",\boxed{1.68\%}
0.735,"A comet has an orbital period of approximately 4317 years and an orbital eccentricity of 0.99411. What is the perihelion distance of the comet, in astronomical units (AU)?",\boxed{1.562\ \text{AU}}
0.637,"A stable open cluster of about N = 1732 sun-like stars has an angular size θ = 30.9 arc minutes and distance d = 1167 pc. Assuming the cluster is a sphere of uniform density, estimate the average stellar velocity.

The gravitational potential energy of a uniform sphere is:
U = -(3/5) G M^2 / r.",\boxed{\langle v \rangle = 1013\ \text{m/s}}
0.637,"The spectral line Hα in the spectrum of a star is recorded as having displacement Δλ = 1.38e-11 m. At rest, the spectral line has a wavelength of λ0 = 6.738e-07 m. Calculate the period of rotation for this star, if it is observed from its equatorial plane. We also know: Rstar = 1.05e+06 km.",\boxed{T = 12.48\ \text{days}}
0.735,"Let us imagine that the Universe is uniformly filled with basketballs, each having a mass of $m_b = 0.57\,\mathrm{kg}$. What numerical density $n_b$ of basketballs would be required such that their total mass density equals the current critical density of the Universe?","$\boxed{n_b = 1.47e-26\,\mathrm{balls/m^3}}$"
0.735,"An often-repeated fun fact is that humans produce more power per unit volume than stars. If the Sun were the same size as it is today, but produced the same amount of power per unit volume as a human, what would its surface temperature be? Assume an average human produces 113 W of power and has a volume of 61266 cm$^3$.","$\boxed{T \approx 52377\,\mathrm{K}}$"
0.637,"Jupiter emits more energy to space than it receives from the Sun. The internal heat flux of Jupiter can be quantified by the intrinsic temperature $T_{int}$. The effective temperature $T_{eff}$ of a planet is related to its intrinsic temperature and equilibrium temperature $T_{eq}$ by

$$T_{eff}^4 = T_{eq}^4 + T_{int}^4.$$

Given that Jupiter's albedo is 0.54, its emissivity is 1.0, its average separation from the Sun is 5.1 AU, and its effective temperature is 136 K, estimate Jupiter’s intrinsic temperature. You may assume the Sun’s surface temperature is 5777 K.","$\boxed{T_{int} \approx 123\,\mathrm{K}}$"
0.735,"Suppose a spacecraft is orbiting in a low Earth orbit at an altitude of 390 km. The spacecraft makes a single orbital maneuver to place it into a Mars transfer orbit. Delta-v (Δv) refers to the change in velocity during an orbital maneuver. What is the Δv required for this trans-Mars injection? The semimajor axes of the orbits of Earth and Mars are 1.469e+08 km and 2.297e+08 km, respectively.",\boxed{\Delta v = 3.624\ \text{km/s}}
0.637,"After entering Mars orbit, the spacecraft finds that over the course of the martian year, the position of Star A varies by 623.5 milliarcseconds (mas) due to the movement of the spacecraft around the Sun. Determine the distance to Star A.",\(\boxed{4.885\ \text{pc}}\).
0.637,"Star A, of mass 2.65 $M_\odot$, shows radial velocity variations with an amplitude of 22.4 m/s and a period of 10.58 years, suggesting the presence of an orbiting exoplanet. Assume the orbit is circular and has an inclination of 90°. What is the closest estimate of the mass of the exoplanet? (Mass of Jupiter = $1.898 \times 10^{27}$ kg.)",$\boxed{3.32 M_J}$
0.637,"Whether or not a diffraction-limited optical system is able to resolve two points as distinct can be determined by the Rayleigh criterion. A nearby star system is located 47.11 pc away, and an exoplanet orbits the host star at a distance of 14.72 AU. When observing in the infrared (λ = 1561 nm), what is the minimum telescope diameter required to resolve the star and its exoplanet under the Rayleigh criterion?",$\boxed{1.257\ \text{m}}$
0.637,"A luminous star located 0.71 kpc away has an apparent visual magnitude of 4.63 and a $B-V$ color excess of 0.39. Assuming the ratio of V-band extinction to color excess is $R_V = 3.0$, determine the absolute visual magnitude of the star.",$\boxed{M_V = -5.8}$
0.455,"
    Around 1100 BCE, ancient Chinese measured the Sun’s maximum altitude on the summer solstice, obtaining h1 = 84°29' and on the winter solstice h2 = 36°47'. In both cases, the Sun was located south of the zenith. Determine the geographic latitude of the observer and compute the obliquity of the ecliptic at that time.
    ","Geographic latitude of the observer: 29°22', Obliquity of the ecliptic: 23°51'"
0.455,"
    In the elliptical galaxy M32 (a satellite galaxy of the Andromeda Galaxy), there are about 85,483,398 stars, and the apparent magnitude of this galaxy is 9.687933999695076. If all stars have the same brightness, what is the apparent magnitude of a single star in this galaxy?
    ",29.5 mag
0.455,"
    The angular separation of the two components of the binary star is 1.2407434672775652"". What is the aperture of a ground-based optical telescope required to resolve them? 
    If the focal length of the objective is 1.2363777181914375 m, what focal length should the eyepiece have in order to resolve the two stars (the angular resolution of the human eye is 1.932937679955057'')?
    ","Aperture of the telescope: 11.2 cm, Eyepiece focal length: 1.32 cm."
0.455,"
    A 12.685568193958613-m-aperture Keck Telescope is built on Mauna Kea in Hawaii. The observed stellar image diameter can be as small as 0.5866817835673999"". 
    Please estimate the limiting visual magnitude when observing with the Keck Telescope.
    ",23.1^m
0.455,A certain space telescope can achieve an angular resolution of 0.04″ for light of wavelength 650 nm (limited by diffraction). What is its angular resolution for light of wavelength 350 nm?,0.022″.
0.455,The interval between two successive oppositions of Mars is 775.2 d. Calculate the semi-major axis of Mars’ orbit.,1.53 AU.
0.455,"The distance from Io to Jupiter is 4.28e+05 km, and its orbital period around Jupiter is 1.84 d. The distance from the Moon to the Earth is 3.71e+05 km, and its orbital period around the Earth is 27.69 d. Calculate the ratio of the mass of Io to the mass of the Moon.",347.7.
0.35,"As we know, if an object is given a horizontal velocity of 7.740 km/s, it will no longer fall back to Earth but will instead become a satellite orbiting close to Earth’s surface. What is the orbital period of this satellite?",86 min 17 s.
0.525,"The orbital angular momentum of a planet in a circular orbit is given by
the product of its mass, orbital velocity, and orbital radius.

Given that:
- The planet has a mass 221.12 times that of Earth,
- An orbital radius 8.89 times Earth's orbital radius,
- An orbital velocity of 10.76 km/s,
- Earth’s orbital velocity is 29.92 km/s,

calculate the ratio of the orbital angular momentum of the planet
to that of Earth.",\( \boxed{707.10} \) times that of Earth.
0.455,"Assume the orbits of Venus and Earth are circular. When Venus is at inferior conjunction and closest to Earth, compare the tidal force exerted by Earth on Venus with that exerted by the Sun on Venus.","\boxed{60538 \text{ times}}
greater than that exerted by the Earth."
0.595,"The mass of the Moon is about 1/80 that of the Earth, and the radius of the Moon is about 1/4 the radius of the Earth.

An astronaut weighs 840 N on Earth and wears a spacesuit and backpack weighing 450 N.

What is the astronaut’s weight on the Moon?","corresponding to a mass of \(\boxed{21.76\,\text{kg}}\)."
0.525,"During Mars' opposition, estimate Mars’ orbital velocity.
Given the following data:
- Earth's average orbital velocity v₁ = 29.5 km/s
- Earth's orbital eccentricity e₁ = 0.017
- Mars' orbital eccentricity e₂ = 0.093
- Mars' average distance from the Sun a₂ = 1.530 AU

Estimate Mars' orbital velocity near opposition using Kepler’s laws.","\(\boxed{26.2\,\mathrm{km/s}}\)"
0.525,"During one opposition of Mars, its apparent magnitude was m₁ = -1.2ᵐ, and its distance from the Sun was r₁ = 1.52 AU. During a later opposition, Mars’ distance from the Sun was r₂ = 1.68 AU. Find the apparent magnitude of Mars during the later opposition.",-0.4ᵐ.
0.595,"If Saturn’s surface temperature is 97 K and the energy Saturn radiates is more than 3 times the energy it receives from the Sun, use the Stefan–Boltzmann law to calculate Saturn’s effective surface temperature assuming there is no internal heat source.","$\boxed{T_e = 119.08\,\text{K}}$"
0.525,"Using Kepler’s laws of planetary motion to calculate the orbital period of a comet: the comet’s perihelion distance is 1.0 AU and its aphelion distance is 50,000 AU. After passing near the Sun, non-gravitational forces changed its orbital period from 6,000 years to 3,000 years. By how much did the comet’s semi-major axis change?","    The comet’s semi-major axis changed by approximately 15,749 AU."
0.525,A spaceship lands on an asteroid with a diameter of 8.32 km and an average density of 2.82 g/cm^3. The asteroid is slowly rotating. The astronauts decide to walk along the asteroid’s equator and complete one full circle in 1.21 hours. Is this feasible?,\boxed{\text{No}}
0.455,"The comet c1189298 (Sample) has orbital eccentricity e = 1.001904. It reached perihelion on August 13, 2005, with perihelion distance a_c = 1.976 AU. Find the comet's velocity at perihelion (Earth orbital speed v_e = 37 km/s).",37 km/s
0.455,A comet with an orbital period shorter than 250 years is defined as a short-period comet. Its perihelion distance is 0.874 AU. Find the possible maximum distance of its aphelion.,[Answer] 78.5 AU
0.455,The thermonuclear reactions of the Sun cause a decrease in the Sun’s mass. Please calculate the increase in the Earth's orbital radius over 227 years resulting from this mass loss. Assume that the Earth maintains a perfectly circular orbit during this process.,2.29m
0.35,Use the Stefan–Boltzmann law to calculate the ratio of the energy emitted per unit area by a sunspot with a temperature of 5222 K to that emitted by the surrounding photosphere with a temperature of 6000 K.,0.57
0.455,"The visual binary star consists of two components, one with a magnitude of 0.35^m and the other with a magnitude of 1.67^m. What is the magnitude of this binary system?",\boxed{0.07^m}
0.455,"Two stars have the same absolute magnitude, but one star is 434 times farther away than the other. What is the difference in their apparent magnitudes?",$\boxed{13^m}$
0.455,The absolute magnitude of the RR Lyrae star is $0.68^\mathrm{m}\pm0.21^\mathrm{m}$. How large is the deviation in distance caused by the error in the absolute magnitude?,1.216
0.525,"Observing an eclipsing spectroscopic binary system, the orbital period of the component stars is 11.740558485749258 days. Assuming the orbit is circular and the distance between the two component stars is 0.7997929514592523 AU, and one component star has a mass 1.6554417719720744 times that of the other, find the masses of the two component stars.",$38.58~m_\odot$
0.455,"In a location with geographic latitude $\varphi = 28^\circ 55^\prime$, a star has declination $\delta = 44^\circ 32^\prime$. When the star culminates, what is its zenith distance?",Final Answer: $\boxed{15^\circ 37^\prime}$
0.455,"Mount Damavand is located on the southern coast of the Caspian Sea in northern Iran. Suppose an observer stands on the summit of Mount Damavand (Latitude: 31°22′ N, Altitude: 5700.3 m) to observe the sky above the Caspian Sea. Please calculate the minimum declination of celestial objects that never set for this observer. The Earth's radius at this latitude is 6370.8 km.",Final Answer: $\boxed{57^{\circ}49.6'}$
0.525,"A star has an hour angle of 2h 48m, and its right ascension is 4h 27m. Find the sidereal time at the moment of observation.",Final Answer: $\boxed{7h 15m}$
0.455,"Eight galaxies are located at each vertex of a cube. The current distance between any two adjacent galaxies is 11.0 Mpc, and the entire cube expands according to Hubble’s law with $H_0 = 70.7\,\mathrm{km/(s\cdot Mpc)}$. Find the recession velocity of a galaxy relative to the one located at the opposite corner of the cube.","$\boxed{v \approx 1349.2\,\mathrm{km/s}}$"
0.525,"Assume the mass of the neutrino is m_ν = 1.8e-05 m_e. Determine the neutrino number density required to account for the mass of dark matter in the Universe. Assume the Universe is spatially flat,  and dark matter constitutes 25% of the total mass of the Universe. (Hint: The total energy of a classical Universe is zero.)",1.57e+08 particles m⁻³
0.525,"A telescope with an achromatic convex objective lens of diameter $D = 10 \text{ cm}$ and focal length $f = 200 \text{ cm}$ is pointed to a star at the zenith. Find the diameter (in meters), $d_{\text{image}}$, of the image of a point source as produced by the objective lens at its focal plane for green light ($\lambda = 650 \text{ nm}$), considering only the effects of diffraction.",Final answer: $\boxed{1.586 \times 10^{-3}}$
0.525,"In order for a photon to carry enough energy to ionize a hydrogen atom, its wavelength must be shorter than 89.27 nm. Use Wien’s displacement law to calculate the temperature corresponding to the peak wavelength of a star’s blackbody radiation curve.",\boxed{T \approx 32486\ \text{K}}
0.525,"A certain quasar has a redshift of 0.25. If it would have the same apparent brightness as the Sun were it located at a distance of 500 pc, and assuming a Hubble constant of 65 km/(s·Mpc), calculate the luminosity of this quasar (in units of the Sun’s luminosity).","\boxed{1.04e+16\,L_\odot}"
0.525,"Two galaxies are separated by 534.8 kpc and orbit each other.
Their orbital period is estimated to be 39.9 billion years.
Using Kepler's third law, determine the total mass of the two galaxies.",The total mass of the two galaxies is ≈ 1.054e+11 M☉. $
0.525,"The observed spectral line broadening of a Seyfert galaxy indicates that it has an orbital velocity of 1708 km/s at a distance of 2.8 pc from the orbital center. Assuming the orbit is circular, use Kepler’s law to estimate the mass of the galaxy within this radius.","\[
 \boxed{M \approx 3.845e+39\,\text{kg}}
\]"
0.595,"Assuming a jet has a velocity of 0.7500771533508663c, how long would it take material in the jet to traverse the 899.4107698360757 kpc distance between the galactic nucleus of Sagittarius A and its radio emission lobe?",The material jet takes approximately 3.9073 million years to traverse the distance.
0.525,"Assume that a type of star has an energy-production efficiency of 0.07 (i.e., the ratio of released energy to mc²). For a quasar emitting 3.75e+41 J of energy per second, if its total available mass is 9.68e+10 m_⊙, how long can it sustain its luminosity?",$\boxed{1.00e+08\ \text{years}}$
0.455,"The current distance between the Andromeda Galaxy and the Milky Way is 814 kpc. Andromeda is approaching us with a radial velocity of 106 km/s. Ignoring any transverse motion and gravitational acceleration effects, after how many years will the two galaxies collide?",Final_answer:7.5 billion years.
0.525,"Using Kepler’s third law (circular-orbit form), estimate the mass of the galaxy cluster enclosed within the orbit required for a galaxy to move in a circular orbit of radius 3.56 Mpc with a velocity of 726 km/s.",4.37e+14 M_sun
0.525,"A small satellite galaxy orbits a much larger host galaxy in a circular orbit, with its orbital motion exactly parallel to our line of sight. The measured recession velocities of the satellite galaxy and the host galaxy are 6445 km/s and 6550 km/s, respectively. Their angular separation on the sky is 0.081°. Assuming a Hubble constant of H₀ = 70 km/(s·Mpc), estimate the mass of the host galaxy.",3.39e+11 M☉
0.525,"A typical open cluster has a diameter of 15.0 pc, and the average velocity of its member stars is 0.7 km/s. Estimate after how long (in units of one billion years) the orbit of a typical star near the cluster center will dissolve into the tidal field of the Milky Way.",0.0105 billion years.
0.525,"If the escape velocity of matter on the surface of a star reaches the speed of light (c), what would the radius of the star be? (Given the mass of the star is M = 1.790e+30 kg.)",R = 2658.77 m
0.525,"The angular momentum of a solid is proportional to its angular velocity multiplied by the square of its radius. Using the law of conservation of angular momentum, if the initial rotation rate of a stellar core is 1 revolution(s) per day, estimate the rotation rate of the compact stellar core when its radius decreases from 1e+04 km to 10 km.",1.00e+06 revolutions per day
0.455,"A binary star system is at a distance of 20 pc from us. The maximum angular separation of the two components is 5″, and the minimum angular separation is 1.5″. The orbital period is 50 years, and it is assumed that the orbital plane of the binary star is perpendicular to the line of sight. Given that the angular semimajor axis corresponding to one component is a1 = 2.1″, find the masses of the two stars in the binary system.","\boxed{m_1 = 38.87\,M_\odot,\ m_2 = 70.98\,M_\odot}"
0.455,"Two component stars of an eclipsing spectroscopic binary are observed. Their orbit is circular, with an orbital period of 8.5 days and a separation of 0.42 AU. One star has a mass 1.7 times that of the other. What are the masses of the two component stars?","$\boxed{m_1 = 86.77\,m_\odot,\;m_2 = 50.12\,m_\odot}$"
0.525,"For an eclipsing binary whose two component stars have the same radius and whose effective temperatures are T_A = 6504 K and T_B = 13062 K, determine the primary and secondary eclipse depths of the light curve.","Primary eclipse depth: 3.09^m, Secondary eclipse depth: 0.06^m"
0.525,"A Cepheid variable has a brightness variation (light amplitude) of 0.51 mag. If its effective temperature is 6427 K at maximum light and 5458 K at minimum light, what is the radius change caused by the pulsation?",1.10 times the maximum radius.
0.525,"Question:
A globular cluster has a tangential velocity of 204.2 km/s and is at a distance of 8.76 kpc from the Earth.
Find its proper motion (in arcseconds per year, ""/a).","    μ ≈ 4.917e-03 ""/a"
0.525,"A density wave forms two spiral arms and propagates through the Galactic disk. At a galactocentric radius of 7.2 kpc, the pattern speed of the density wave is 133 km/s, while the Galactic rotation speed is 235 km/s. How many times has the Sun passed through a spiral arm in 5.0 billion years?",12 times
0.525,"Two galaxies orbit each other at a separation of 694.7 kpc. Their orbital period is estimated to be 40.7 billion years.
Using Kepler's third law, determine the total mass of the two-galaxy system.", 4.409e+41 kg
0.455,"A Seyfert galaxy has a spectral-line redshift of 1.772%, and the broadened emission lines indicate a rotational velocity of 150 km/s at an angular distance of 0.335"" from its center. Assuming this rotation is in circular orbits, use Kepler’s law to estimate the mass within the radius corresponding to 0.335"".",Final_answer: 7.8 × 10^11m
0.728,"Consider a main-sequence star surrounded by a nebula. The observed V-band magnitude of the star is 11.858 mag. The ionised region of the nebula emits Hα and Hβ recombination lines with wavelengths 0.6667 μm and 0.4792 μm, respectively. The intrinsic flux ratio is f(Hα)/f(Hβ) = 2.86. After passing through the dusty outer nebula, the observed fluxes are 5.00e-15 W m⁻² (Hα) and 1.16e-15 W m⁻² (Hβ).

The wavelength-dependent extinction is given by A_λ = κ(λ) E(B−V), where the extinction curve κ(λ) is defined piecewise as

κ(λ) = 2.659[−1.857 + 1.040/λ] + R_V,    0.63 ≤ λ ≤ 2.20
κ(λ) = 2.659[−2.156 + 1.509/λ − 0.198/λ² + 0.011/λ³] + R_V,    0.12 ≤ λ < 0.63

with R_V = 3.1. Find κ(Hα) and κ(Hβ).","κ(Hα) = 2.310,   κ(Hβ) = 3.713"
0.84,"A telescope with an achromatic convex objective lens of diameter $D = 10 \text{ cm}$ and focal length $f = 100 \text{ cm}$ is pointed to a star at the zenith. Find the diameter (in meters), $d_{\text{image}}$, of the image of a point source as produced by the objective lens at its focal plane for green light ($\lambda = 450 \text{ nm}$), considering only the effects of diffraction.",Final answer: $\boxed{5.49e-04}$
0.84,"During the radiation dominated era in the early Universe, the scale factor of the Universe $a\propto t^{1/2}$, where $t$ is the time since Big Bang. During most of this era, neutrons (n) and protons (p) remain in thermal equilibrium with each other via weak interactions. The number density ($N$) of free neutrons or protons is related to the temperature $T$ and their corresponding masses $m$ such that

$N\propto m^{3/2}\exp\!\left(-\frac{mc^{2}}{k_{\mathrm{B}}T}\right),$

as long as time $t\leq t_\mathrm{wk}=2.01$ s, when $k_\mathrm{B}T\geq k_\mathrm{B}T_\mathrm{wk}=978$ keV. After $t_\mathrm{wk}$, the weak interactions can no longer maintain such equilibrium, and free neutrons decay to protons with a half-life time of 528.3 s. Let the number density of protons be $N_{\mathrm{p}}$, and that of neutrons be $N_{\mathrm{n}}$. Calculate the relative abundance of neutrons given the ratio $X_{\mathrm{n,wk}}=\frac{N_{\mathrm{n}}}{N_{\mathrm{n}}+N_{\mathrm{p}}}$ at time $t_\mathrm{wk}$. ",$\boxed{0.211}$
0.84,"A black hole (BH) forms from the gravitational collapse of a massive star. Nothing that crosses the event horizon, located at the Schwarzschild radius $R_{\mathrm{SC}}$, can escape.

If quantum effects are considered, black holes emit Hawking radiation. Assume that this radiation consists of photons with a blackbody spectrum that peaks at a wavelength $\lambda_\mathrm{bb} \approx 16 R_{\mathrm{SC}}$.

It is known that the Schwarzschild radius of a solar-mass black hole is $R_{\mathrm{SC,\odot}} = 2.952\,\mathrm{km}$.

1) Derive an expression for the black hole temperature $T_\mathrm{bh}$ in terms of its mass $M_\mathrm{bh}$ and physical constants.
2) Calculate $R_{\mathrm{SC}}$ and $T_\mathrm{bh}$ for a black hole of mass 19.7061 $M_\odot$.","\[
\boxed{R_{\rm SC} \approx 58.172\,\mathrm{km}, \quad T_{\rm bh} \approx 3.114e-09\,\mathrm{K}}.
\]"
0.728,"The Cosmic Microwave Background (CMB) is relic radiation from the early Universe and is well described by a black-body spectrum.

Today, the CMB has a temperature of approximately T_today = 2.94 K.
At what redshift z would the CMB spectrum have a peak at an infrared wavelength of λ = 0.175 mm?

Assume the CMB follows Wien's displacement law and that cosmological redshift stretches wavelengths linearly.",    z ≈ 4.63
0.728,"A faint subdwarf star (I = 19.8 mag) in the Galactic bulge was observed to brighten to I' = 16.4 mag due to gravitational microlensing, allowing a high-resolution spectrum to be obtained with the UVES spectrograph on the Very Large Telescope (mirror diameter 10.0 m).

Estimate the diameter of a telescope needed to obtain a spectrum of the same quality with the same instrument and exposure time for this star at its normal apparent brightness.",48 m
0.84,"Clusters of galaxies are strong X-ray sources due to thermal bremsstrahlung emission from a hot, fully ionized hydrogen–helium plasma.

$L_X = 6 \times 10^{-41} N_e N_X T^{1/2} V Z_X^2$\n\nAssume a total luminosity $L_{\mathrm{total}} = 1.06e+37\,\mathrm{W}$, a plasma temperature $T = 6.82e+07\,\mathrm{K}$, and a spherical volume of radius $R = 595\,\mathrm{kpc}$. The plasma is fully ionized with one helium ion for every 10 hydrogen ions.

Determine the total mass of the plasma in units of solar masses.","$\boxed{M \approx 2.13e+13\,M_\odot}$"
